uniprot_id,gene_symbol,protein_name
P0AF93,ridA,2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Enamine/imine deaminase)
P0AFB1,nlpI,Lipoprotein NlpI
P0AFG8,aceE,Pyruvate dehydrogenase E1 component (PDH E1 component) (EC 1.2.4.1)
P0AFI2,parC,DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)
P0AFI5,pbpG,D-alanyl-D-alanine endopeptidase (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 7) (PBP-7)
P0AFI7,pdxH,Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)
P0AFL3,ppiA,Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Rotamase A)
P0AFM2,proX,Glycine betaine/proline betaine-binding periplasmic protein (GBBP)
P0AG16,purF,Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)
P0AG59,rpsN,Small ribosomal subunit protein uS14 (30S ribosomal protein S14)
P0AGC3,slt,Soluble lytic murein transglycosylase (EC 4.2.2.n1) (Exomuramidase) (Peptidoglycan lytic exotransglycosylase) (Slt70)
P0AGE0,ssb,Single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)
P0AGG2,tesB,Acyl-CoA thioesterase 2 (EC 3.1.2.20) (Thioesterase II) (TEII)
P0AGJ9,tyrS,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)
P0C002,sul1,Dihydropteroate synthase type-1 (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase type I) (Dihydropteroate synthase type I) (DHPS)
P0C0L4,C4A,Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; Complement C4b-A (Complement C4b-alpha' chain); Complement C4d-A; Complement C4 gamma chain]
P0C0L5,C4B,Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; Complement C4b-B; C4d-B; Complement C4 gamma chain]
P0C0T5,mepA,Penicillin-insensitive murein endopeptidase (EC 3.4.24.-) (D-alanyl-D-alanine-endopeptidase) (DD-endopeptidase)
P0C6U8,1a,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Host translation inhibitor nsp1 (Leader protein) (Non-structural protein 1) (nsp1); Non-structural protein 2 (nsp2) (p65 homolog); Papain-like protease nsp3 (PL-PRO) (EC 3.2.2.-) (EC 3.4.19.12) (EC 3.4.22.-) (Non-structural protein 3) (nsp3) (PL2-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase nsp5 (3CL-PRO) (3CLp) (EC 3.4.22.69) (Main protease) (Mpro) (Non-structural protein 5) (nsp5) (SARS coronavirus main proteinase); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); RNA-capping enzyme subunit nsp9 (Non-structural protein 9) (nsp9) (EC 2.7.7.50); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)]
P0C6X7,rep,Replicase polyprotein 1ab (pp1ab) (ORF1ab polyprotein) [Cleaved into: Host translation inhibitor nsp1 (Leader protein) (Non-structural protein 1) (nsp1); Non-structural protein 2 (nsp2) (p65 homolog); Papain-like protease nsp3 (PL-PRO) (EC 3.2.2.-) (EC 3.4.19.12) (EC 3.4.22.-) (Non-structural protein 3) (nsp3) (PL2-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase nsp5 (3CL-PRO) (3CLp) (EC 3.4.22.69) (Main protease) (Mpro) (Non-structural protein 5) (nsp5) (SARS coronavirus main proteinase); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Viral protein genome-linked nsp9 (Non-structural protein 9) (nsp9) (RNA-capping enzyme subunit nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); RNA-directed RNA polymerase nsp12 (Pol) (RdRp) (EC 2.7.7.48) (EC 2.7.7.50) (Non-structural protein 12) (nsp12); Helicase nsp13 (Hel) (EC 3.6.4.12) (EC 3.6.4.13) (Non-structural protein 13) (nsp13); Guanine-N7 methyltransferase nsp14 (EC 2.1.1.-) (EC 2.1.1.56) (EC 3.1.13.-) (Non-structural protein 14) (nsp14) (Proofreading exoribonuclease nsp14) (ExoN); Uridylate-specific endoribonuclease nsp15 (EC 4.6.1.-) (NendoU) (Non-structural protein 15) (nsp15); 2'-O-methyltransferase nsp16 (EC 2.1.1.57) (Non-structural protein 16) (nsp16)]
P0C869,PLA2G4B,Cytosolic phospholipase A2 beta (cPLA2-beta) (EC 3.1.1.4) (Lysophospholipase A1 group IVB) (EC 3.1.1.5) (Phospholipase A2 group IVB)
P0CG47,UBB,Polyubiquitin-B [Cleaved into: Ubiquitin]
P0CG48,UBC,Polyubiquitin-C [Cleaved into: Ubiquitin]
P0DJ06,SAP2,Secreted aspartic protease 2 (ACP 2) (Aspartate protease 2) (EC 3.4.23.24) (Candidapepsin-2) (Pepsinogen-11)
P0DJI8,SAA1,Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]
P10092,CALCB,Calcitonin gene-related peptide 2 (CGRP2) (Beta-type CGRP) (Beta-CGRP) (Calcitonin gene-related peptide II) (CGRP-II)
P10109,FDX1,"Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1) (Hepatoredoxin)"
P10114,RAP2A,Ras-related protein Rap-2a (EC 3.6.5.2) (RbBP-30)
P10145,CXCL8,Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)]
P10147,CCL3,C-C motif chemokine 3 (G0/G1 switch regulatory protein 19-1) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (PAT 464.1) (SIS-beta) (Small-inducible cytokine A3) (Tonsillar lymphocyte LD78 alpha protein) [Cleaved into: MIP-1-alpha(4-69) (LD78-alpha(4-69))]
P10153,RNASE2,Non-secretory ribonuclease (EC 4.6.1.18) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2) (Ribonuclease US)
P10176,COX8A,"Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)"
P10186,UL2,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27) (UNG)
P10253,GAA,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase]
P10275,AR,Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)
P10276,RARA,Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1)
P10398,ARAF,Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1) (Proto-oncogene Pks)
P10415,BCL2,Apoptosis regulator Bcl-2
P10515,DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)"
P10599,TXN,Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP) (allergen Hom s Trx)
P10600,TGFB3,Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]
P10606,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)"
P10613,ERG11,Lanosterol 14-alpha demethylase (LDM) (EC 1.14.14.154) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (CYPLI) (Ergosterol biosynthesis protein 11) (Sterol 14-alpha demethylase)
P10620,MGST1,Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I)
P10632,CYP2C8,Cytochrome P450 2C8 (EC 1.14.14.1) (CYPIIC8) (Cytochrome P450 IIC2) (Cytochrome P450 MP-12) (Cytochrome P450 MP-20) (Cytochrome P450 form 1) (S-mephenytoin 4-hydroxylase)
P10635,CYP2D6,Cytochrome P450 2D6 (EC 1.14.14.-) (CYPIID6) (Cholesterol 25-hydroxylase) (Cytochrome P450-DB1) (Debrisoquine 4-hydroxylase)
P10636,MAPT,Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)
P10644,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1)
P10646,TFPI,Tissue factor pathway inhibitor (TFPI) (Extrinsic pathway inhibitor) (EPI) (Lipoprotein-associated coagulation inhibitor) (LACI)
P10696,ALPG,"Alkaline phosphatase, germ cell type (EC 3.1.3.1) (ALP-1) (Alkaline phosphatase Nagao isozyme) (Alkaline phosphatase, placental-like) (Germ cell alkaline phosphatase) (GCAP) (Placental alkaline phosphatase-like) (PLAP-like)"
P0AFK9,potD,Spermidine/putrescine-binding periplasmic protein (SPBP)
P0AFU8,ribC,Riboflavin synthase (RS) (EC 2.5.1.9)
P0AG82,pstS,Phosphate-binding protein PstS (PBP)
P0C0X1,folP1,Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)
P0C1V1,hld,Delta-hemolysin (Delta-lysin) (Delta-toxin)
P0CG29,GSTT2,Glutathione S-transferase theta-2 (EC 2.5.1.18) (GST class-theta-2)
P0CI79,thyA1,Thymidylate synthase 1 (TS 1) (TSase 1) (EC 2.1.1.45) (Thymidylate synthase A) (TS A) (TSase A)
P10384,fadL,Long-chain fatty acid transport protein (Outer membrane FadL protein) (Outer membrane flp protein)
P0AD69,ftsI,"Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Penicillin-binding protein 3) (PBP-3)"
P0AEB3,dacA,D-alanyl-D-alanine carboxypeptidase DacA (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)
P0AF14,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-deoxyadenosine nucleosidase) (DOA nucleosidase) (dAdo nucleosidase) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)
P0C0X2,folP2,Inactive dihydropteroate synthase 2 (DHPS 2) (Dihydropteroate pyrophosphorylase 2)
P10721,KIT,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117)
P10745,RBP3,Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein)
P10746,UROS,Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)
P10768,ESD,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase D) (Methylumbelliferyl-acetate deacetylase) (EC 3.1.1.56)
P10826,RARB,Retinoic acid receptor beta (RAR-beta) (HBV-activated protein) (Nuclear receptor subfamily 1 group B member 2) (RAR-epsilon)
P10827,THRA,Thyroid hormone receptor alpha (Nuclear receptor subfamily 1 group A member 1) (V-erbA-related protein 7) (EAR-7) (c-erbA-1) (c-erbA-alpha)
P10828,THRB,Thyroid hormone receptor beta (Nuclear receptor subfamily 1 group A member 2) (c-erbA-2) (c-erbA-beta)
P10902,nadB,L-aspartate oxidase (LASPO) (EC 1.4.3.16) (L-aspartate:fumarate oxidoreductase) (EC 1.5.99.-) (Quinolinate synthetase B)
P10912,GHR,Growth hormone receptor (GH receptor) (Somatotropin receptor) [Cleaved into: Growth hormone-binding protein (GH-binding protein) (GHBP) (Serum-binding protein)]
P10915,HAPLN1,Hyaluronan and proteoglycan link protein 1 (Cartilage-linking protein 1) (Cartilage-link protein) (Proteoglycan link protein)
P11021,HSPA5,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)
P11086,PNMT,Phenylethanolamine N-methyltransferase (PNMTase) (EC 2.1.1.28) (Noradrenaline N-methyltransferase)
P11124,P2,RNA-directed RNA polymerase (EC 2.7.7.48) (Protein P2)
P11137,MAP2,Microtubule-associated protein 2 (MAP-2)
P11142,HSPA8,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Heat shock protein family A member 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)
P11150,LIPC,Hepatic triacylglycerol lipase (HL) (Hepatic lipase) (EC 3.1.1.3) (Lipase member C) (Lysophospholipase) (EC 3.1.1.5) (Phospholipase A1) (EC 3.1.1.32)
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)"
P11168,SLC2A2,"Solute carrier family 2, facilitated glucose transporter member 2 (Glucose transporter type 2, liver) (GLUT-2)"
P11172,UMPS,Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (ODC) (OMPD) (EC 4.1.1.23) (OMPdecase)]
P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)"
P11182,DBT,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (52 kDa mitochondrial autoantigen of primary biliary cirrhosis) (Branched chain 2-oxo-acid dehydrogenase complex component E2) (BCOADC-E2) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (BCKDH-E2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)"
P11216,PYGB,"Glycogen phosphorylase, brain form (EC 2.4.1.1)"
P11217,PYGM,"Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)"
P11226,MBL2,Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin)
P11229,CHRM1,Muscarinic acetylcholine receptor M1
P11230,CHRNB1,Acetylcholine receptor subunit beta
P11233,RALA,Ras-related protein Ral-A (EC 3.6.5.2)
P11245,NAT2,Arylamine N-acetyltransferase 2 (EC 2.3.1.5) (Arylamide acetylase 2) (N-acetyltransferase type 2) (NAT-2) (N-hydroxyarylamine O-acetyltransferase) (EC 2.3.1.118) (Polymorphic arylamine N-acetyltransferase) (PNAT)
P11274,BCR,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26)
P11309,PIM1,Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)
P11310,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7) (Medium chain acyl-CoA dehydrogenase) (MCADH)"
P11349,narH,Respiratory nitrate reductase 1 beta chain (EC 1.7.5.1) (Nitrate reductase A subunit beta) (Quinol-nitrate oxidoreductase subunit beta)
P11350,narI,Respiratory nitrate reductase 1 gamma chain (EC 1.7.5.1) (Cytochrome B-NR) (Nitrate reductase A subunit gamma) (Quinol-nitrate oxidoreductase subunit gamma)
P11362,FGFR1,Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (CD antigen CD331)
P11387,TOP1,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)
P11388,TOP2A,"DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)"
P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.-.-.-) (EC 1.1.1.49)
P11439,eta,Exotoxin A (ETA) (EC 2.4.2.36) (NAD(+)--diphthamide ADP-ribosyltransferase) (Pseudomonas exotoxin) (PE)
P11473,VDR,"Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)"
P11474,ESRRA,Steroid hormone receptor ERR1 (Estrogen receptor-like 1) (Estrogen-related receptor alpha) (ERR-alpha) (Nuclear receptor subfamily 3 group B member 1)
P11488,GNAT1,Guanine nucleotide-binding protein G(t) subunit alpha-1 (EC 3.6.5.-) (Transducin alpha-1 chain)
P11498,PC,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)"
P11509,CYP2A6,"Cytochrome P450 2A6 (EC 1.14.14.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIA6) (Coumarin 7-hydroxylase) (Cytochrome P450 IIA3) (Cytochrome P450(I))"
P11511,CYP19A1,Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome P-450AROM) (Cytochrome P450 19A1) (Estrogen synthase)
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) (Epididymis secretory sperm binding protein) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]"
P11678,EPX,Eosinophil peroxidase (EPO) (EC 1.11.1.7) [Cleaved into: Eosinophil peroxidase light chain (EPO-L) (L chain); Eosinophil peroxidase heavy chain (EPO-H) (H chain)]
P11684,SCGB1A1,Uteroglobin (Club cell phospholipid-binding protein) (CCPBP) (Club cells 10 kDa secretory protein) (CC10) (Secretoglobin family 1A member 1) (Urinary protein 1) (UP-1) (UP1) (Urine protein 1)
P11711,Cyp2a1,Cytochrome P450 2A1 (EC 1.14.14.1) (CYPIIA1) (Cytochrome P450-UT-F) (Steroid hormones 7-alpha-hydroxylase) (Testosterone 7-alpha-hydroxylase)
P11712,CYP2C9,Cytochrome P450 2C9 (EC 1.14.14.1) ((R)-limonene 6-monooxygenase) (EC 1.14.14.53) ((S)-limonene 6-monooxygenase) (EC 1.14.14.51) ((S)-limonene 7-monooxygenase) (EC 1.14.14.52) (CYPIIC9) (Cholesterol 25-hydroxylase) (Cytochrome P-450MP) (Cytochrome P450 MP-4) (Cytochrome P450 MP-8) (Cytochrome P450 PB-1) (S-mephenytoin 4-hydroxylase)
P11717,IGF2R,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222)
P11759,algD,GDP-mannose 6-dehydrogenase (GMD) (EC 1.1.1.132) (Guanosine diphospho-D-mannose dehydrogenase)
P11766,ADH5,Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)
P11802,CDK4,Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)
P11831,SRF,Serum response factor (SRF)
P11836,MS4A1,B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1) (Bp35) (Leukocyte surface antigen Leu-16) (Membrane-spanning 4-domains subfamily A member 1) (CD antigen CD20)
P11926,ODC1,Ornithine decarboxylase (ODC) (EC 4.1.1.17)
P11998,ribH,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78) (Heavy riboflavin synthase beta subunit) (HRS beta subunit)"
P12081,HARS1,"Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)"
P12104,FABP2,"Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein) (I-FABP)"
P12235,SLC25A4,"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)"
P12236,SLC25A6,"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]"
P12259,F5,"Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]"
P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205) (Inosine-5'-monophosphate dehydrogenase type II) (IMP dehydrogenase II) (IMPDH-II)
P12271,RLBP1,Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein)
P12277,CKB,Creatine kinase B-type (EC 2.7.3.2) (Brain creatine kinase) (B-CK) (Creatine kinase B chain) (Creatine phosphokinase B-type) (CPK-B)
P12314,FCGR1A,High affinity immunoglobulin gamma Fc receptor I (IgG Fc receptor I) (Fc-gamma RI) (FcRI) (Fc-gamma RIA) (FcgammaRIa) (CD antigen CD64)
P12318,FCGR2A,Low affinity immunoglobulin gamma Fc region receptor II-a (IgG Fc receptor II-a) (CDw32) (Fc-gamma RII-a) (Fc-gamma-RIIa) (FcRII-a) (CD antigen CD32)
P12319,FCER1A,High affinity immunoglobulin epsilon receptor subunit alpha (Fc-epsilon RI-alpha) (FcERI) (IgE Fc receptor subunit alpha)
P12429,ANXA3,"Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)"
P12528,9,"Tail spike protein (TSP) (Endo-1,3-alpha-L-rhamnosidase) (EC 3.2.1.-) (Endorhamnosidase) (Gene product 9) (gp9)"
P12532,CKMT1A,"Creatine kinase U-type, mitochondrial (EC 2.7.3.2) (Acidic-type mitochondrial creatine kinase) (Mia-CK) (Ubiquitous mitochondrial creatine kinase) (U-MtCK)"
